0 1448 1448
1 7240 7240
2 14480 13032
3 14480 14480
4 14480 14480
5 14480 14480
6 14480 14480
7 14480 14480
8 14480 14480
9 14480 14480
10 14480 14480
11 14480 14480
12 14480 14480
13 14480 14480
14 14480 14480
15 14480 14480
16 14480 14480
17 14480 14480
18 14480 14480
19 14480 14480
20 14480 14480
21 14480 14480
22 14480 14480
23 14480 14480
24 14480 14480
25 14480 14480
26 14480 14480
27 15928 15928
28 15928 15928
29 15928 15928
30 15928 15928
31 15928 15928
32 15928 15928
33 15928 15928
34 15928 15928
35 15928 15928
36 15928 15928
37 15928 15928
38 15928 15928
39 15928 15928
40 15928 15928
41 15928 15928
42 15928 15928
43 15928 15928
44 15928 15928
45 15928 15928
46 15928 15928
47 15928 15928
48 15928 15928
49 15928 15928
50 15928 15928
51 21720 21720
52 28960 27512
53 34752 33304
54 40544 40544
55 43440 43440
56 43440 43440
57 43440 43440
58 43440 43440
59 43440 44888
60 43440 44888
61 43440 44888
62 43440 44888
63 43440 44888
64 43440 46336
65 43440 47784
66 43440 49232
67 43440 49232
68 43440 50680
69 43440 52128
70 43440 53576
71 43440 55024
72 43440 55024
73 43440 56472
74 43440 57920
75 43440 59368
76 43440 60816
77 43440 60816
78 44888 62264
79 44888 63712
80 44888 65160
81 44888 66608
82 44888 66608
83 44888 68056
84 44888 69504
85 44888 70952
86 44888 72400
87 44888 72400
88 44888 72400
89 44888 72400
90 44888 72400
91 44888 72400
92 44888 72400
93 44888 73848
94 44888 73848
95 44888 73848
96 44888 73848
97 44888 73848
98 44888 73848
99 44888 73848
100 44888 75296
101 52128 81088
102 57920 86880
103 63712 91224
104 69504 98464
105 75296 104256
106 82536 110048
107 88328 115840
108 94120 121632
109 99912 127424
110 101360 133216
111 101360 139008
112 101360 144800
113 101360 152040
114 101360 157832
115 101360 162176
116 101360 166520
117 101360 170864
118 101360 176656
119 101360 181000
120 101360 186792
121 101360 189688
122 101360 194032
123 101360 199824
124 101360 204168
125 101360 208512
126 101360 212856
127 101360 217200
128 101360 222992
129 101360 227336
130 102808 231680
131 102808 236024
132 102808 241816
133 102808 244712
134 102808 250504
135 102808 254848
136 102808 259192
137 102808 263536
138 102808 269328
139 102808 273672
140 102808 278016
141 102808 282360
142 102808 286704
143 102808 292496
144 102808 295392
145 102808 301184
146 102808 304080
147 102808 304080
148 102808 305528
149 102808 305528
150 102808 305528
151 110048 311320
152 115840 315664
153 121632 321456
154 127424 327248
155 133216 334488
156 139008 340280
157 144800 347520
158 152040 353312
159 157832 359104
160 163624 364896
161 169416 370688
162 175208 377928
163 181000 382272
164 186792 388064
165 192584 393856
166 199824 401096
167 205616 406888
168 211408 412680
169 217200 418472
170 217200 422816
171 217200 430056
172 217200 435848
173 217200 443088
174 217200 447432
175 217200 454672
176 217200 459016
177 217200 466256
178 217200 470600
179 217200 477840
180 217200 485080
181 217200 489424
182 217200 495216
183 217200 502456
184 217200 508248
185 218648 514040
186 218648 519832
187 218648 525624
